id,tituloPincipal,tituloOriginal,anoLancamento,tempoMinutos,genero,notaMedia,numeroVotos,generoArtista,personagem,nomeArtista,anoNascimento,anoFalecimento,profissao,titulosMaisConhecidos
tt0035423,Kate & Leopold,Kate & Leopold,2001,118,"Comedy,Fantasy,Romance",6.4,85400,actress,Kate McKay,Meg Ryan,1961,\N,"actress,producer,director","tt0120632,tt0098635,tt0108160,tt0128853"
tt0057461,La rosa de los vientos,La rosa de los vientos,1983,84,"Drama,Fantasy",4.6,22,actor,Coronel Sotomayor,Asdrúbal Meléndez,\N,\N,"actor,art_director,production_designer","tt0112340,tt0181934,tt0350354,tt0089739"
tt0059900,"Wenn du groß bist, lieber Adam","Wenn du groß bist, lieber Adam",1990,78,"Drama,Fantasy",6.6,37,actress,Caroline,Daisy Granados,1942,\N,actress,"tt0096077,tt0076619,tt0082491,tt0237617"
tt0060477,Gregorio and His Angel,Gregorio y su ángel,1970,95,"Drama,Family,Fantasy",7.1,43,actress,\N,Jacqueline Evans,1914,1989,actress,"tt0049121,tt0211009,tt0084335,tt0040075"
tt0062701,Balsamus l'uomo di Satana,Balsamus l'uomo di Satana,1970,99,"Drama,Fantasy,Horror",6.1,76,actor,Alliata,Gianni Cavina,1940,2022,"actor,writer,soundtrack","tt0091837,tt0074287,tt0206393,tt0116297"
tt0064554,King of the Reindeer,Korol-olen,1970,77,"Comedy,Family,Fantasy",6.6,141,actor,Deramo,Yuriy Yakovlev,1928,2013,"actor,miscellaneous","tt0070233,tt0061359,tt0091341,tt0073179"
tt0064843,Case for a Rookie Hangman,Prípad pro zacínajícího kata,1970,107,"Drama,Fantasy,Mystery",7.0,616,actress,Markéta,Klára Jerneková,1945,2003,actress,"tt1235136,tt0313061,tt0183348,tt5204806"
tt0064932,Santo and Blue Demon vs. the Monsters,Santo el enmascarado de plata y Blue Demon contra los monstruos,1970,85,"Action,Adventure,Fantasy",6.0,399,actor,Bruno Halder,Carlos Ancira,1929,1987,"actor,director","tt0061643,tt0459589,tt0229931,tt0214336"
tt0065073,Taste the Blood of Dracula,Taste the Blood of Dracula,1970,91,"Drama,Fantasy,Horror",6.3,6261,actress,Alice Hargood,Linda Hayden,1953,\N,actress,"tt0065073,tt0066849,tt0077269,tt0080273"
tt0065171,The Vengeance of the Vampire Women,La venganza de las mujeres vampiro,1970,85,"Action,Adventure,Fantasy",6.0,94,actress,Paty,Norma Lazareno,1939,\N,actress,"tt0061752,tt0242601,tt0244066,tt1261393"
tt0065390,The Amazing Transplant,The Amazing Transplant,1970,77,"Fantasy,Mystery",4.1,375,actor,Det. Bill Barlen,Larry Hunter,\N,\N,actor,"tt0168158,tt0197403,tt0065390,tt0063118"
tt0065410,Aoom,Aoom,1970,93,Fantasy,5.7,47,actor,Ristol,Lex Barker,1919,1973,actor,"tt0058751,tt0043025,tt0059915,tt0045220"
tt0065489,Brancaleone at the Crusades,Brancaleone alle Crociate,1970,116,"Adventure,Fantasy,History",7.3,1881,actor,Brancaleone da Norcia,Vittorio Gassman,1922,2000,"actor,writer,director","tt0056512,tt0117665,tt0072037,tt0049399"
tt0065492,Brewster McCloud,Brewster McCloud,1970,105,"Comedy,Crime,Fantasy",6.9,5252,actress,Suzanne,Shelley Duvall,1949,\N,"producer,actress,writer","tt0081353,tt0075612,tt0081505,tt0075686"
tt0065633,El diablo Cojuelo,El diablo Cojuelo,1971,104,"Comedy,Fantasy",4.4,13,actor,Don Juan,Máximo Valverde,1944,\N,"actor,writer,producer","tt0077225,tt0450527,tt12336676,tt0064341"
tt0065727,Flesh Feast,Flesh Feast,1970,72,"Fantasy,Horror,Mystery",2.5,726,actor,Dan Carter,Harry Kerwin,1930,1979,"director,actor,producer","tt0077210,tt0063331,tt0235433,tt0075832"
tt0065817,"Hassan, the Bald",Hasan Kachal,1970,106,"Adventure,Fantasy,Musical",7.1,503,actress,Chelgis,Katayun Amir Ebrahimi,\N,\N,actress,"tt0060093,tt0065817,tt0293111,tt0293717"
tt0065832,Hercules in New York,Hercules in New York,1970,92,"Adventure,Comedy,Fantasy",3.3,18558,actor,Professor Camden,James Karen,1923,2018,"actor,miscellaneous","tt0084516,tt0166924,tt0089907,tt0454921"
tt0065834,Heroic Purgatory,Rengoku eroica,1970,118,"Drama,Fantasy",7.1,743,actor,RikiyaNanako's husband,Kaizo Kamoda,\N,\N,actor,tt0065834
tt0065842,Mr. Superinvisible,L'inafferrabile invincibile Mr. Invisibile,1970,95,"Comedy,Fantasy,Romance",4.2,141,actor,Peter Denwell,Dean Jones,1931,2015,"actor,soundtrack,music_department","tt0109444,tt0061135,tt0064603,tt0103786"
tt0065854,The House That Dripped Blood,The House That Dripped Blood,1971,102,"Drama,Fantasy,Horror",6.5,6527,actor,Holloway (segment \Framework Story\),John Bennett,1928,2005,"actor,soundtrack","tt0078480,tt0119116,tt0253474,tt0181689"
tt0065856,House of Dark Shadows,House of Dark Shadows,1970,97,"Drama,Fantasy,Horror",6.3,3147,actor,Jeff Clark,Roger Davis,1939,\N,actor,"tt0055675,tt0066625,tt0065856,tt0059978"
tt0065862,Four Moods,Xi nu ai le,1970,140,"Drama,Fantasy,Romance",7.3,73,actor,\N,Cheng Chang,\N,\N,"actor,music_department","tt1339316,tt0065862"
tt0065915,Libido: The Urge to Love,Je suis une nymphomane,1971,103,"Comedy,Fantasy",4.6,266,actress,Carole,Sandra Julien,1950,\N,actress,"tt0065744,tt0068759,tt0219161,tt0158578"
tt0065917,Jonathan,Jonathan,1970,110,"Drama,Fantasy,Horror",6.0,286,actor,Jonathan,Jürgen Jung,1944,\N,actor,"tt0061839,tt0065917,tt0063848,tt0062771"
tt0065920,The Joys of Jezebel,The Joys of Jezebel,1970,75,"Comedy,Fantasy",4.7,95,actress,Jezebel,Luanne Roberts,\N,\N,actress,"tt0061277,tt0209899,tt0060009,tt0072288"
tt0065994,Lokis. Rekopis profesora Wittembacha,Lokis. Rekopis profesora Wittembacha,1970,100,"Fantasy,Horror",6.2,481,actor,Froeber,Gustaw Lutkiewicz,1924,2017,actor,"tt0343292,tt0082976,tt0102242,tt0097721"
tt0066018,Lucie and the Miracles,Lucie a zazraky,1970,72,"Comedy,Family,Fantasy",7.0,28,actress,Vychovatelka,Regina Rázlová,1947,\N,"actress,writer,director","tt0116790,tt0174744,tt21287876,tt0065235"
tt0066099,Up Your Teddy Bear,Up Your Teddy Bear,1970,89,"Comedy,Fantasy,Romance",3.7,170,actor,Clyde King,Wally Cox,1924,1973,"actor,soundtrack","tt0056526,tt0044279,tt0060037,tt0217055"
tt0066102,Move,Move,1970,90,"Comedy,Fantasy",5.1,187,actor,Hiram Jaffe,Elliott Gould,1938,\N,"actor,soundtrack,producer","tt0496806,tt0240772,tt0070334,tt0066026"
tt0066181,On a Clear Day You Can See Forever,On a Clear Day You Can See Forever,1970,129,"Comedy,Drama,Fantasy",6.3,3995,actor,Warren Pratt,Larry Blyden,1925,1975,"actor,soundtrack","tt0053553,tt0050013,tt0044284,tt0066181"
tt0066207,Donkey Skin,Peau d'âne,1970,91,"Comedy,Fantasy,Musical",7.0,5479,actor,Le prince charmant,Jacques Perrin,1941,2022,"actor,producer,director","tt0065234,tt0095765,tt0237534,tt0372824"
tt0066234,Pound,Pound,1970,92,Fantasy,5.9,322,actress,Honky Killer's Wife,Mariclare Costello,1936,\N,actress,"tt0086856,tt0107211,tt0081283,tt0067341"
tt0066268,When Women Had Tails,Quando le donne avevano la coda,1970,105,"Comedy,Fantasy,Sci-Fi",3.8,641,actress,Filli,Senta Berger,1941,\N,"actress,producer,soundtrack","tt0061568,tt0062657,tt0090465,tt0896680"
tt0066276,La ragazza di latta,La ragazza di latta,1970,95,"Comedy,Fantasy,Sci-Fi",6.2,54,actress,Mrs. Rossi,Elena Persiani,\N,\N,actress,"tt0066276,tt0124321,tt0064249,tt0165285"
tt0066328,Santa and the Three Bears,Santa and the Three Bears,1970,46,"Animation,Family,Fantasy",6.8,662,actor,Chinook,Bobby Riha,1958,\N,"actor,soundtrack","tt0061277,tt0062827,tt0061830,tt0063891"
tt0066344,Scrooge,Scrooge,1970,113,"Drama,Family,Fantasy",7.5,11076,actor,Ebenezer Scrooge,Albert Finney,1936,2019,"actor,producer,soundtrack","tt0195685,tt0071877,tt0066344,tt0319061"
tt0066349,Bizarre,Secrets of Sex,1970,92,"Comedy,Fantasy,Horror",4.4,382,actor,The Model,Anthony Rowlands,\N,\N,actor,"tt0069785,tt0068029,tt0056751,tt0066349"
tt0066363,Una señora llamada Andrés,Una señora llamada Andrés,1970,96,"Comedy,Fantasy",4.8,38,actress,Elisa,Carmen Sevilla,1930,\N,"actress,soundtrack","tt0067836,tt0043529,tt0065699,tt0055047"
tt0066414,Strawberries Need Rain,Strawberries Need Rain,1971,85,"Drama,Fantasy",5.9,81,actor,The Reaper,Les Tremayne,1913,2003,"actor,soundtrack","tt0060424,tt0053125,tt0054343,tt0046534"
tt0066516,Valerie and Her Week of Wonders,Valerie a týden divu,1970,77,"Adventure,Drama,Fantasy",7.1,10037,actress,Valerie,Jaroslava Schallerová,1956,\N,actress,"tt0075454,tt0066516,tt0068889,tt0069666"
tt0066537,Killing the Devil,Vrazda ing. Certa,1970,77,"Comedy,Fantasy",6.7,144,actress,Miriam,Ljuba Hermanová,1913,1996,"actress,soundtrack","tt0170482,tt0023328,tt0062332,tt0169200"
tt0066550,Watermelon Man,Watermelon Man,1970,100,"Comedy,Drama,Fantasy",6.7,2546,actor,Jeff Gerber,Godfrey Cambridge,1933,1976,"actor,writer,soundtrack","tt0062153,tt0065579,tt0068403,tt0066550"
tt0066561,When Dinosaurs Ruled the Earth,When Dinosaurs Ruled the Earth,1970,100,"Adventure,Fantasy,Romance",5.1,2596,actor,Tara,Robin Hawdon,1939,\N,"actor,writer","tt0065243,tt0063893,tt0424745,tt0068100"
tt0066592,The Yin and the Yang of Mr. Go,The Yin and the Yang of Mr. Go,1970,89,"Fantasy,Mystery,Thriller",3.5,236,actor,Leo Zimmerman,Jack MacGowran,1918,1973,"actor,writer","tt0045061,tt0061655,tt0070047,tt0052722"
tt0066732,200 Motels,200 Motels,1971,98,"Comedy,Fantasy,Music",5.6,2226,actor,Member of Mothers of Invention,Mark Volman,1947,\N,"soundtrack,composer,actor","tt1131729,tt0072882,tt0066732,tt0078379"
tt0066781,Ali Baba and the Forty Thieves,Ari-Baba to yonjuppiki no tozoku,1971,55,"Animation,Comedy,Fantasy",5.7,148,actor,Spirit of the Lamp,Kôsei Tomita,1936,2020,"actor,soundtrack","tt0070326,tt0137287,tt0188327,tt0293416"
tt0066801,Little Ayse and the Magic Dwarfs in the Land of Dreams,Aysecik ve sihirli cüceler rüyalar ülkesinde,1971,88,"Adventure,Family,Fantasy",4.5,294,actor,Korkuluk - Scarecrow,Metin Serezli,1934,2013,"actor,director","tt0066801,tt0179274,tt0074896,tt1575513"
tt0066887,Capulina contra los vampiros,Capulina contra los vampiros,1971,85,"Comedy,Fantasy,Horror",5.5,76,actor,Capulina,Gaspar Henaine,1927,2011,"actor,soundtrack,producer","tt0279796,tt0294820,tt0276923,tt0059006"
tt0066952,"Count Yorga, Vampire","Count Yorga, Vampire",1970,93,"Drama,Fantasy,Horror",5.7,2841,actor,Dr. James 'Jim' Hayes,Roger Perry,1933,2018,actor,"tt0060028,tt0071054,tt0066952,tt0079822"
tt0066980,Queens of Evil,Le regine,1970,92,"Fantasy,Horror",6.1,477,actress,Samantha,Silvia Monti,1946,\N,actress,"tt0066950,tt0067361,tt0068827,tt0198757"
tt0067012,Sleeping Beauty,Dornröschen,1971,71,"Family,Fantasy",5.9,151,actress,13. Fee,Vera Oelschlegel,1938,\N,"actress,director","tt0061700,tt1735209,tt0076437,tt0051824"
tt0067055,Equinox,Equinox,1970,82,"Action,Adventure,Fantasy",5.2,3249,actor,David Fielding,Edward Connell,\N,\N,actor,"tt0067055,tt7131660"
tt0067061,Pinocchio,Pinocchio,1971,74,"Comedy,Fantasy",3.6,204,actress,Fairy Godmother,Dyanne Thorne,1936,2020,actress,"tt0071650,tt0074670,tt0067594,tt0078398"
tt0067345,The Light at the Edge of the World,The Light at the Edge of the World,1971,128,"Adventure,Drama,Fantasy",6.0,1580,actress,Arabella,Samantha Eggar,1939,\N,"actress,soundtrack","tt0061584,tt0119282,tt0059043,tt0078908"
tt0067386,The Legend of Doom House,Malpertuis,1971,125,"Drama,Fantasy,Horror",6.7,1474,actor,Jan,Mathieu Carrière,1950,\N,"actor,writer,director","tt0096684,tt0060574,tt0066041,tt0089677"
tt0067464,The Girl on a Broomstick,Dívka na kosteti,1972,76,"Comedy,Family,Fantasy",7.4,1348,actor,Honza Bláha,Jan Hrusínský,1955,\N,actor,"tt0138310,tt0324693,tt0449303,tt0071716"
tt0067570,The Tales of Beatrix Potter,The Tales of Beatrix Potter,1971,90,"Comedy,Family,Fantasy",6.9,587,actor,Pigling BlandPeter Rabbit,Alexander Grant,1925,2011,actor,"tt3433678,tt0067570,tt0134066,tt0046637"
tt0067580,Pink Narcissus,Pink Narcissus,1971,65,"Drama,Fantasy",6.6,1524,actor,SalesmanBar ownerBlind man,Charles Ludlam,1943,1987,"actor,writer,director","tt0092654,tt1629319,tt1679320,tt1880289"
tt0067592,The Devil's Nightmare,La plus longue nuit du diable,1971,95,"Fantasy,Horror",5.9,2000,actor,Satan,Daniel Emilfork,1924,2006,actor,"tt0166908,tt0112682,tt0067592,tt0275705"
tt0067616,Prince Bajaja,Princ Bajaja,1971,73,"Family,Fantasy",6.0,165,actor,Cerny princ,Frantisek Velecký,1934,2003,actor,"tt0355295,tt0064837,tt0077514,tt0063278"
tt0067622,The Projectionist,The Projectionist,1970,88,"Comedy,Drama,Fantasy",5.9,406,actor,Candy ManScientist,Jára Kohout,1904,1994,"actor,writer","tt0313749,tt0170170,tt0153500,tt1087623"
tt0067639,When Women Lost Their Tails,Quando le donne persero la coda,1972,102,"Comedy,Fantasy,Sci-Fi",3.8,247,actor,Grr,Frank Wolff,1928,1971,"actor,producer,miscellaneous","tt0067446,tt0053610,tt0063032,tt0064116"
tt0067749,Shinbone Alley,Shinbone Alley,1970,85,"Animation,Comedy,Fantasy",5.4,228,actor,Archy,Eddie Bracken,1915,2002,"actor,soundtrack","tt0037077,tt0107985,tt0085995,tt0036891"
tt0067753,The Long Swift Sword of Siegfried,Siegfried und das sagenhafte Liebesleben der Nibelungen,1971,92,"Action,Adventure,Fantasy",4.1,217,actress,Brunhild,Heidy Bohlen,1945,\N,actress,"tt0064587,tt0067753,tt0068678,tt0806910"
tt0067794,Die Stewardessen,Die Stewardessen,1971,79,"Comedy,Fantasy",3.8,300,actress,Evelyn,Evelyne Traeger,\N,\N,actress,"tt0067794,tt0067041,tt1499197,tt0096372"
tt0067843,Terror at Orgy Castle,Terror at Orgy Castle,1971,63,"Fantasy,Horror",3.6,303,actress,Blond Succubus,Jane Tsentas,\N,\N,actress,"tt3485742,tt0067533,tt0190732,tt1210811"
tt0067861,The Death of Maria Malibran,Der Tod der Maria Malibran,1972,104,"Comedy,Drama,Fantasy",6.5,363,actress,Maria Malibran,Magdalena Montezuma,1943,1984,"actress,costume_designer,writer","tt0066029,tt0067861,tt0375036,tt0091871"
tt0067886,Black Mountain,Chyornaya Gora,1971,83,"Drama,Family,Fantasy",6.6,35,actor,Nuru,Prince Pradeep,\N,\N,actor,tt0067886
tt0067942,Veruschka - Poetry of a Woman,Veruschka - poesia di una donna,1971,92,"Drama,Fantasy",6.7,81,actor,\N,Gianni Di Luigi,\N,\N,actor,"tt0220255,tt0062944,tt0067942,tt0067962"
tt0067958,WR: Mysteries of the Organism,W.R. - Misterije organizma,1971,84,"Comedy,Drama,Fantasy",6.7,5103,actress,Jagoda,Jagoda Kaloper,1947,2016,"actress,set_decorator,director","tt0073255,tt4105116,tt0065987,tt0067958"
tt0067992,Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,1971,100,"Family,Fantasy,Musical",7.8,203000,actor,Grandpa Joe,Jack Albertson,1907,1981,"actor,soundtrack","tt0069113,tt0067992,tt0063654,tt0082406"
tt0068025,The Apple War,Äppelkriget,1971,103,"Comedy,Fantasy",6.6,2044,actor,Jean Volkswagner dir Schweiz,Per Grundén,1922,2011,"actor,soundtrack","tt0069617,tt0084189,tt0083276,tt0044044"
tt0068190,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,1972,101,"Adventure,Family,Fantasy",5.6,1694,actress,Alice,Fiona Fullerton,1956,\N,"actress,soundtrack","tt0067483,tt0090264,tt0180350,tt0068190"
tt0068200,The Amazing Mr. Blunden,The Amazing Mr. Blunden,1972,99,"Family,Fantasy,Mystery",6.8,1537,actor,Mr. Clutterbuck,Graham Crowden,1922,2010,"actor,soundtrack","tt0070464,tt0337909,tt0082398,tt0083694"
tt0068232,Return of the Evil Dead,El ataque de los muertos sin ojos,1973,91,"Action,Adventure,Fantasy",5.8,2773,actor,Howard,Frank Braña,1934,2012,actor,"tt0075389,tt0066038,tt0093995,tt0082748"
tt0068236,Expulsion of the Devil,Au rendez-vous de la mort joyeuse,1973,90,"Drama,Fantasy,Horror",5.9,279,actor,Peron,Jean-Pierre Darras,1927,1999,"actor,writer,soundtrack","tt0276704,tt0295265,tt0191013,tt0218059"
tt0068284,Blacula,Blacula,1972,93,"Fantasy,Horror,Romance",5.7,7039,actor,BlaculaMamuwalde,William Marshall,1924,2003,actor,"tt0110478,tt0068284,tt0060028,tt0070656"
tt0068311,The Boy Who Turned Yellow,The Boy Who Turned Yellow,1972,55,"Adventure,Family,Fantasy",5.7,263,actor,Schoolteacher,Laurence Carter,\N,\N,actor,"tt0165593,tt0210636,tt0227889,tt1868096"
tt0068380,The Inner Scar,La cicatrice intérieure,1972,60,"Drama,Fantasy,Music",6.7,666,actor,Sheperd,Daniel Pommereulle,1937,2003,"actor,writer,director","tt0921863,tt0434547,tt0061495,tt0228418"
tt0068482,The Devil's Mirror,Feng lei mo jing,1972,90,"Action,Fantasy",6.8,78,actress,Jiu Hsuan Witch,Chia Chien Li,1943,\N,"actress,costume_designer","tt1926348,tt1164595,tt0445534,tt0194516"
tt0068506,Dreamwood,Dreamwood,1972,45,Fantasy,5.8,147,actor,\N,Henry Taylor,\N,\N,actor,tt0068506
tt0068619,Ganja & Hess,Ganja & Hess,1973,112,"Drama,Fantasy,Horror",6.2,2264,actor,Dr. Hess Green,Duane Jones,1937,1988,actor,"tt0068619,tt0178965,tt0098482,tt0063350"
tt0068696,Tonight or Never,Heute nacht oder nie,1972,78,Fantasy,7.2,50,actress,Schauspielerin,Ingrid Caven,1938,\N,"actress,soundtrack,production_manager","tt0082680,tt1034415,tt0067227,tt0068884"
tt0068722,The Human Goddess,Xian nü xia fan,1972,99,"Comedy,Fantasy,Romance",5.6,59,actor,\N,Hsiung Chao,\N,\N,actor,"tt0185648,tt0070800,tt0067358,tt0061597"
tt0068791,Kadoyng,Kadoyng,1972,60,"Adventure,Family,Fantasy",6.0,60,actress,Lucy,Teresa Codling,\N,\N,actress,"tt0086582,tt0086112,tt0080678,tt0068791"
tt0068894,The Master and Margaret,Il maestro e Margherita,1972,95,"Drama,Fantasy,Horror",6.2,696,actress,Margareta Nikolajevna,Mimsy Farmer,1945,\N,"actress,art_department,writer","tt0064694,tt2015381,tt1298650,tt0067681"
tt0068909,Man of La Mancha,Man of La Mancha,1972,132,"Drama,Fantasy,Musical",6.5,4428,actor,Sancho Panza,James Coco,1930,1987,"actor,soundtrack","tt0087755,tt0074937,tt0088591,tt0068909"
tt0068996,The Exorcism of Hugh,Neither the Sea Nor the Sand,1972,110,"Fantasy,Horror,Romance",5.7,361,actress,Anna Robinson,Susan Hampshire,1937,\N,"actress,soundtrack","tt0238793,tt0065292,tt0061253,tt0066724"
tt0069086,The Pied Piper,The Pied Piper,1972,86,"Drama,Fantasy,Musical",6.4,808,actor,Karl,Paul Hennen,1954,\N,actor,"tt0940795,tt0424050,tt0067372,tt0069086"
tt0069226,Savages,Savages,1972,106,"Comedy,Fantasy",5.5,386,actor,Sir Harry,Neil Fitzgerald,1892,1982,actor,"tt0026199,tt0059448,tt0054574,tt0031124"
tt0069240,Sechse kommen durch die Welt,Sechse kommen durch die Welt,1972,69,"Adventure,Family,Fantasy",6.9,73,actor,Soldat,Jirí Menzel,1938,2020,"actor,director,writer","tt0284363,tt0060802,tt0063527,tt0064994"
tt0069287,The Snake Man,Puos Keng Kang,1972,164,"Drama,Fantasy",7.2,20,actor,\N,Chea Yuthorn,\N,\N,"actor,producer","tt2258523,tt2520374,tt14562748,tt13818954"
tt0069458,Veronica,Veronica,1973,90,"Family,Fantasy,Musical",8.0,726,actress,EducatoareaZâna,Margareta Pîslaru,1943,\N,"actress,soundtrack","tt0062537,tt0456149,tt0128339,tt0181557"
tt0069544,Baba Yaga,Zolotye roga,1973,74,"Family,Fantasy",6.7,400,actress,Mother Yevdokya,Raisa Ryazanova,1944,\N,actress,"tt3274484,tt0079579,tt0100530,tt0092621"
tt0069549,Angels and Cherubs,Ángeles y querubines,1972,90,"Drama,Fantasy,Horror",6.8,58,actress,Gabriela,Ana Luisa Peluffo,1929,\N,actress,"tt0277455,tt0049741,tt0210426,tt0283048"
tt0069700,Battle of the Amazons,Le Amazzoni - Donne d'amore e di guerra,1973,100,"Action,Fantasy",4.3,228,actress,Melanippe,Mirta Miller,1948,\N,actress,"tt0074360,tt0120946,tt0070631,tt0074570"
tt0069783,Beyond Atlantis,Beyond Atlantis,1973,91,"Action,Adventure,Fantasy",4.1,582,actor,Vic Mathias,Patrick Wayne,1939,\N,"actor,art_department","tt0066831,tt0096487,tt0057298,tt0049730"
tt0069866,Charley and the Angel,Charley and the Angel,1973,93,"Comedy,Family,Fantasy",6.0,603,actor,The Angel formerly Roy Zerney,Harry Morgan,1915,2011,"actor,soundtrack,director","tt0044706,tt0036244,tt0053946,tt0068098"
tt0069874,Chinese in Paris,Les Chinois à Paris,1974,109,"Comedy,Fantasy",6.2,641,actress,Madeleine Fontanes,Macha Méril,1940,\N,"actress,director,producer","tt0061395,tt0073582,tt0089960,tt0058701"
tt0070006,Two Sane Nuts,Dschungelmädchen für zwei Halunken,1974,90,"Adventure,Comedy,Fantasy",5.7,45,actor,Jeff,Alberto Dell'Acqua,\N,\N,"actor,stunts,miscellaneous","tt0451475,tt0069409,tt12877640,tt0074302"
tt0070009,Duvidha,Duvidha,1973,82,"Drama,Fantasy,Romance",7.0,748,actress,Bride,Raisa Padamsee,\N,\N,actress,tt0070009
tt0070040,The Spirit of the Beehive,El espíritu de la colmena,1973,98,"Drama,Fantasy",7.8,18858,actor,Fernando,Fernando Fernán Gómez,1921,2007,"actor,writer,director","tt0185125,tt0176415,tt0090259,tt0097831"
tt0070078,From Beyond the Grave,From Beyond the Grave,1974,98,"Drama,Fantasy,Horror",6.6,4703,actress,Mabel Lowe (Segment 2 \An Act of Kindness\),Diana Dors,1931,1984,"actress,soundtrack,writer","tt0040662,tt0050653,tt0068200,tt0047841"
tt0070090,The Down-in-the-Hole Gang,Les gaspards,1974,94,"Adventure,Comedy,Fantasy",6.2,455,actor,Gaspard de Montfermeil,Philippe Noiret,1930,2006,"actor,soundtrack,miscellaneous","tt0110877,tt0095765,tt0082206,tt0065112"
tt0070093,Gawain and the Green Knight,Gawain and the Green Knight,1973,93,"Adventure,Fantasy",5.3,258,actor,Gawain,Murray Head,1946,\N,"actor,soundtrack,composer","tt0060395,tt0067805,tt0155436,tt0094317"
tt0070116,Successive Slidings of Pleasure,Glissements progressifs du plaisir,1974,105,"Fantasy,Horror,Thriller",6.2,1212,actor,Le magistrat instructeur,Michael Lonsdale,1931,2020,"actor,soundtrack,writer","tt0069947,tt0079574,tt0122690,tt0408306"
tt0070131,Lifesize,Grandeur nature,1974,101,"Comedy,Drama,Fantasy",6.4,392,actress,Juliette,Lucienne Hamon,1930,\N,"actress,writer","tt0052556,tt0083891,tt0066857,tt0063843"
tt0070192,Die Hosen des Ritters Bredow,Die Hosen des Ritters Bredow,1973,108,"Adventure,Comedy,Fantasy",5.6,20,actor,Ritter Götz von Bredow,Rolf Hoppe,1930,2018,actor,"tt0135106,tt0082736,tt0086779,tt0192400"
tt0070280,Ein Käfer auf Extratour,Ein Käfer auf Extratour,1973,92,"Comedy,Fantasy",4.9,226,actor,Aldo Regozzani,Sal Borgese,1937,\N,"actor,stunts,miscellaneous","tt0074349,tt0063568,tt0085327,tt0102164"
tt0070295,The Legend of Hillbilly John,The Legend of Hillbilly John,1972,89,"Drama,Fantasy,Horror",5.8,135,actor,Mr. Marduke,Severn Darden,1929,1995,"actor,writer,composer","tt0069768,tt0089886,tt0083033,tt0068408"
tt0070300,Lemora: A Child's Tale of the Supernatural,Lemora: A Child's Tale of the Supernatural,1973,80,"Fantasy,Horror,Thriller",6.2,2303,actress,Lila Lee,Cheryl Smith,1955,2002,"actress,soundtrack","tt0075849,tt0070300,tt0078446,tt0076191"
tt0070337,Lost Horizon,Lost Horizon,1973,150,"Adventure,Drama,Fantasy",5.2,2653,actress,Catherine,Liv Ullmann,1938,\N,"actress,director,writer","tt0067919,tt0069467,tt0060827,tt0077711"
tt0070354,Le Magnifique,Le magnifique,1973,95,"Action,Comedy,Fantasy",7.1,5691,actress,TatianaChristine,Jacqueline Bisset,1944,\N,"actress,soundtrack,producer","tt0061452,tt0062765,tt0071877,tt0088322"
tt0070381,The Great Love Songs,O megalos erotikos,1973,70,"Documentary,Drama,Fantasy",7.5,50,actor,\N,Nasos Katakouzinos,\N,\N,"actor,writer,producer","tt0136577,tt10203120,tt0202891,tt0136133"
tt0070464,O Lucky Man!,O Lucky Man!,1973,178,"Comedy,Drama,Fantasy",7.6,8401,actress,Gloria RoweMadame PaillardMrs. Richards,Rachel Roberts,1927,1980,"actress,soundtrack","tt0071877,tt0073540,tt0077578,tt0054269"
tt0070601,Repelsteeltje,Repelsteeltje,1973,57,Fantasy,6.6,37,actor,The Father,Paul Meyer,1915,1989,actor,"tt0179028,tt0097650,tt0073934,tt0178141"
tt0070605,Rhinoceros,Rhinoceros,1974,104,"Comedy,Drama,Fantasy",5.8,1128,actor,Stanley,Gene Wilder,1933,2016,"actor,soundtrack,writer","tt0067992,tt0072431,tt0098282,tt0063462"
tt0070627,Samyy silnyy,Samyy silnyy,1974,84,"Family,Fantasy",6.5,17,actor,Div,Vladimir Doveyko,1922,\N,actor,"tt0070627,tt0040053,tt0324001,tt0174927"
tt0070628,The Hourglass Sanatorium,Sanatorium pod Klepsydra,1973,124,"Drama,Fantasy,Horror",7.5,4349,actress,Józef's mother,Irena Orska,1915,2004,actress,"tt0057196,tt0059834,tt0064570,tt0060237"
tt0070656,Scream Blacula Scream,Scream Blacula Scream,1973,96,"Fantasy,Horror",5.6,2784,actor,Sheriff Harley Dunlop,Michael Conrad,1925,1983,actor,"tt0071771,tt0071054,tt0081873,tt0065088"
tt0070795,A Thief in the Night,A Thief in the Night,1972,69,"Drama,Fantasy,Horror",4.6,868,actress,Diane Bradford,Maryann Rachford,\N,\N,"actress,art_department","tt0080915,tt5585836,tt0070795,tt0075945"
tt0070829,Dream City,Traumstadt,1973,124,"Drama,Fantasy,Horror",6.1,216,actress,Mrs. Lampenbogen,Eva Maria Meineke,1923,2018,actress,"tt0268867,tt0081182,tt0067443,tt0336014"
tt0070856,Ondine,Undine 74,1974,84,"Drama,Fantasy",6.1,23,actress,Nixe Aja,Elisabeth Flickenschildt,1905,1977,"actress,soundtrack","tt0057116,tt0057183,tt0058024,tt0164871"
tt0070948,Zardoz,Zardoz,1974,105,"Adventure,Fantasy,Sci-Fi",5.8,22942,actor,Zed,Sean Connery,1930,2020,"actor,producer,soundtrack","tt0117500,tt0059800,tt0094226,tt0055928"
