id,tituloPincipal,tituloOriginal,anoLancamento,tempoMinutos,genero,notaMedia,numeroVotos,generoArtista,personagem,nomeArtista,anoNascimento,anoFalecimento,profissao,titulosMaisConhecidos
tt0265691,The Slurb,Das Sams,2001,102,"Comedy,Family,Fantasy",5.7,1070,actor,Mon,Armin Rohde,1955,\N,"actor,soundtrack","tt1399655,tt0130827,tt1598778,tt0318081"
tt0265752,Wolf Girl,Wolf Girl,2001,97,"Drama,Fantasy,Horror",5.8,975,actor,Whiffer,Nate Dushku,1977,\N,"actor,producer,director","tt0218817,tt21253186,tt1389098,tt0265752"
tt0265830,Superzan y el niño del espacio,Superzan y el niño del espacio,1973,130,"Adventure,Family,Fantasy",2.6,30,actress,Carmen,Caro Laniesti,\N,\N,actress,tt0265830
tt0265907,Trollsteinen,Trollsteinen,1987,52,"Adventure,Fantasy",3.2,23,actor,Faren,Knut Engen,\N,\N,actor,tt0265907
tt0265932,Children's Play,Un jeu d'enfants,2001,85,"Drama,Fantasy,Horror",5.3,864,actress,Marianne Fauvel,Karin Viard,1966,\N,"actress,director,writer","tt3547740,tt0869994,tt0101700,tt1661420"
tt0266450,Death Visits the Living,Yi ge si zhe dui sheng zhe de fang wen,1988,105,"Drama,Fantasy,Romance",6.8,28,actor,Xiaoxiao,Lantian Chang,\N,\N,actor,"tt0266450,tt13920588,tt0333917,tt6676134"
tt0266775,Mr. Horatio Knibbles,Mr. Horatio Knibbles,1971,60,"Comedy,Family,Fantasy",6.4,137,actor,Tom,Gary Smith,\N,\N,actor,"tt0080391,tt0056751,tt5022560,tt0093058"
tt0267263,Animated Corpse,Animated Corpse,2000,143,"Drama,Fantasy,Musical",5.9,18,actor,\N,Jimi Cheetah,\N,\N,actor,tt0267263
tt0267287,Avalon,Avalon,2001,107,"Action,Drama,Fantasy",6.4,13382,actor,Bishop,Dariusz Biskupski,1964,\N,actor,"tt0267287,tt0097721,tt0381637,tt0096689"
tt0267455,Durango Kids,Durango Kids,1999,102,"Family,Fantasy,Western",5.0,403,actor,Taylor,Brendon Ryan Barrett,1986,\N,actor,"tt0204175,tt0207585,tt0127276,tt0176943"
tt0267524,Ghatotkachudu,Ghatotkachudu,1995,\N,"Comedy,Drama,Fantasy",7.1,118,actor,\N,Mohammad Ali,1968,\N,actor,"tt3399462,tt4435072,tt1582519,tt0475735"
tt0267601,Truth About Demons,The Irrefutable Truth About Demons,2000,90,"Fantasy,Horror,Thriller",5.4,1431,actor,Le Valliant,Jonathon Hendry,\N,\N,actor,"tt2148430,tt0433714,tt0110311,tt0116725"
tt0267845,Prem Shakti,Prem Shakti,1994,140,"Action,Drama,Fantasy",4.0,93,actor,Hoshiyar Singh,Shakti Kapoor,1952,\N,"actor,music_department","tt0109117,tt0497915,tt0363567,tt0110942"
tt0267923,She,She,2001,94,"Action,Adventure,Fantasy",3.5,164,actress,Ustane,Martina Colombari,1975,\N,actress,"tt0267923,tt1345771,tt10968598,tt0267863"
tt0267950,Sri Krishnarjuna Vijayam,Sri Krishnarjuna Vijayam,1996,131,"Action,Drama,Fantasy",7.1,65,actress,Rukmini,Priya Raman,\N,\N,"actress,producer","tt0273115,tt0267950,tt0280889,tt0251972"
tt0268042,Yamaleela,Yamaleela,1994,140,"Comedy,Drama,Fantasy",7.6,285,actor,Chitragupta,Brahmanandam,1956,\N,"actor,music_department,soundtrack","tt5457772,tt1582466,tt1756476,tt3142764"
tt0268267,Dora and the Magic Lantern,Dora et la lanterne magique,1977,106,"Adventure,Family,Fantasy",5.0,12,actress,Magdelène la bonne fée,Rita Maiden,1928,2017,actress,"tt0075683,tt0072353,tt0058701,tt0082272"
tt0268295,The Fall of the Louse of Usher: A Gothic Tale for the 21st Century,The Fall of the Louse of Usher: A Gothic Tale for the 21st Century,2002,83,"Comedy,Fantasy,Horror",4.3,348,actor,Dr. Calahari,Ken Russell,1927,2011,"director,writer,actor","tt0073812,tt0066993,tt0080360,tt0066858"
tt0268363,Hodiak,Hodiak,1994,70,"Crime,Drama,Fantasy",7.4,8,actor,Hilmar Hodiak,Håkan Islinger,\N,\N,actor,tt0268363
tt0268878,"A gozar, a gozar, que el mundo se va acabar","A gozar, a gozar, que el mundo se va acabar",1990,90,"Comedy,Drama,Fantasy",4.7,17,actor,\N,Eduardo de la Peña,1936,\N,"actor,director,writer","tt0442455,tt0284807,tt0410317,tt0199796"
tt0268930,Anarchisták,Anarchisták,2001,80,"Drama,Fantasy",5.3,21,actress,Majka,Éva Csatári,1968,\N,"actress,writer","tt0268930,tt3122014"
tt0269168,Dreams Beyond Memory,Dreams Beyond Memory,1988,93,"Drama,Fantasy,Romance",5.0,16,actor,Stephan,Leslie Yeo,1915,2006,actor,"tt0096999,tt0190174,tt0092357,tt0115326"
tt0269492,Dead Aim,"Arde baby, arde",1971,97,"Drama,Fantasy,Thriller",4.4,172,actor,Poggin,Virgil Frye,1930,2012,"actor,make_up_department","tt0082467,tt0064276,tt0074228,tt0094894"
tt0269587,Mysterious Object at Noon,Dokfa nai meuman,2000,89,"Documentary,Drama,Fantasy",6.8,1506,actor,\N,Saisiri Xoomsai,\N,\N,,tt0269587
tt0269603,The Girl in the Fur Coat,La fille à la fourrure,1978,85,"Fantasy,Sci-Fi",5.1,61,actor,\N,Alain Saury,1932,1991,"actor,director,writer","tt0051454,tt0197638,tt0216238,tt7569580"
tt0269604,Naken,Naken,2000,94,"Comedy,Fantasy,Romance",5.1,1940,actress,Maria the girlfriend,Lisa Kock,\N,\N,actress,"tt0269604,tt4534546,tt6034106,tt0115415"
tt0270357,Fantasi,Fantasi,1994,\N,"Fantasy,Horror",6.3,16,actor,Silbi,Mustapha Kamal,\N,\N,actor,"tt0111119,tt0287964,tt0288193,tt0288204"
tt0270612,Rolling Thunder,Rolling Thunder,1991,77,"Fantasy,Sci-Fi",6.9,16,actor,\N,Ian Abercrombie,1934,2012,"actor,miscellaneous","tt1185834,tt0312098,tt0106220,tt0106308"
tt0270915,Die with Me,Die with Me,2001,\N,"Drama,Fantasy",6.8,51,actress,\N,Sheri Dayton,1993,\N,actress,"tt0273388,tt0277769,tt0294116,tt0270915"
tt0271191,Skazka pro vlyublyonnogo malyara,Skazka pro vlyublyonnogo malyara,1987,80,"Drama,Family,Fantasy",6.0,21,actor,\N,Valeriy Ivchenko,1939,\N,actor,"tt0101003,tt0312416,tt2518574,tt0807769"
tt0271253,The Dream Factory,Viotehnia oneiron,1990,100,"Drama,Fantasy,Sci-Fi",6.2,38,actor,Yuri -Superintendent,Ilias Logothetis,1938,\N,actor,"tt0288626,tt0229010,tt0184937,tt1555875"
tt0271270,Thirst of Passion,Zazda strasti,1991,80,"Fantasy,Horror,Thriller",7.0,104,actress,Housemaid,Irina Malysheva,1961,\N,actress,"tt0387651,tt0103752,tt0131541,tt0102576"
tt0271355,Adharvam,Adharvam,1989,150,"Adventure,Fantasy,Thriller",7.0,151,actor,Anantha Padmanabhan,Mammootty,1951,\N,"actor,producer,music_department","tt1573478,tt0230597,tt0271648,tt0097851"
tt0271383,A Dog's Will,O Auto da Compadecida,2000,104,"Comedy,Drama,Fantasy",8.6,14836,actor,Chicó,Selton Mello,1972,\N,"actor,director,production_manager","tt1921043,tt6873658,tt4400360,tt4012424"
tt0271708,Peak Experience,Peak Experience,2003,108,"Adventure,Comedy,Fantasy",3.2,117,actor,Andre Carroll,Michael McLafferty,1972,\N,"actor,stunts,transportation_department","tt3118452,tt0479884,tt0155776,tt0056758"
tt0271718,Pinocho,Pinocho,1986,85,"Comedy,Family,Fantasy",7.4,19,actor,\N,Guillermo Angelelli,1961,\N,actor,"tt3225464,tt0090125,tt0117069,tt0995829"
tt0272101,Gallavants,Gallavants,1984,100,"Animation,Family,Fantasy",6.6,138,actor,Teetor,Vic Perrin,1916,1989,"actor,soundtrack,writer","tt0060009,tt0047736,tt0409459,tt0060028"
tt0272291,Seri Dewi Malam,Seri Dewi Malam,2001,103,"Drama,Fantasy,Mystery",6.6,19,actress,Dewi,Jeslina Hashim,\N,\N,actress,"tt0419612,tt0272291,tt0355580,tt0292006"
tt0272362,Wu Yen,Chung Mou Yim,2001,123,"Comedy,Fantasy",6.2,674,actress,YinchunFairy Enchantress,Cecilia Cheung,1980,\N,"actress,soundtrack","tt0286112,tt0390272,tt0213314,tt0374184"
tt0272425,Reptile 2001,Yonggary,1999,99,"Action,Fantasy,Sci-Fi",2.6,1852,actor,Editor,D.J. Robbins,\N,\N,actor,tt0272425
tt0272766,Out of the Darkness,Out of the Darkness,1985,68,"Fantasy,Thriller",6.8,78,actor,Ghost boy,Anthony Winder,\N,\N,actor,tt0272766
tt0273195,Ennu Swantham Janakikutty,Ennu Swantham Janakikutty,1998,\N,"Drama,Fantasy",7.5,72,actor,\N,Chakyar Rajan,\N,\N,actor,"tt0273195,tt0250668"
tt0273268,The Mansion of the 7 Mummies,La mansión de las 7 momias,1977,91,"Action,Fantasy,Horror",5.0,61,actress,\N,María Cardinal,\N,\N,actress,"tt0085860,tt0273268,tt0352198,tt0309407"
tt0273695,Jodidar,Jodidar,1997,157,Fantasy,4.4,24,actor,AgarbattiPensBangles,Johny Lever,1957,\N,"actor,music_department,soundtrack","tt0319020,tt0172684,tt0254481,tt0106333"
tt0273918,Oncle Zizou habibi,Oncle Zizou habibi,1977,90,"Comedy,Family,Fantasy",6.1,175,actress,Rawia,Kouka,1917,1979,actress,"tt0313528,tt0040617,tt0029064,tt0270850"
tt0273980,Polyot v stranu chudovishch,Polyot v stranu chudovishch,1987,73,"Family,Fantasy",4.7,23,actor,\N,Andrei Solovey,\N,\N,actor,"tt0266322,tt0096937,tt0273980,tt3340948"
tt0274347,Uma Aventura na Floresta Encantada,Uma Aventura na Floresta Encantada,1978,60,"Family,Fantasy",7.1,10,actor,\N,Ronnie Cortazio,\N,\N,actor,tt0274347
tt0274470,Dot and the Kangaroo,Dot and the Kangaroo,1977,71,"Animation,Family,Fantasy",7.0,822,actress,Mrs. Platypus,June Salter,1932,2001,"actress,soundtrack","tt0069862,tt0074263,tt0087590,tt0914702"
tt0274626,Lavender,Fan yi cho,2000,111,"Fantasy,Romance",6.2,496,actress,Athena,Kelly Chen,1972,\N,"actress,soundtrack,director","tt0114998,tt0338564,tt0117904,tt1186803"
tt0274748,Radio Free Steve,Radio Free Steve,2000,82,"Adventure,Comedy,Fantasy",7.0,25,actor,Dirk,Chris Sykes,\N,\N,"actor,stunts","tt0114381,tt1526308,tt0114168,tt0274748"
tt0274763,Robbery of the Mummies of Guanajuato,El robo de las momias de Guanajuato,1972,86,"Action,Fantasy,Horror",5.1,59,actor,El Rayo de Jalisco,El Rayo de Jalisco,\N,2018,actor,"tt0324480,tt0324117,tt0274763,tt0326308"
tt0274877,Special Silencers,Serbuan Halilintar,1982,86,"Action,Drama,Fantasy",6.0,96,actor,Gumilar,W.D. Mochtar,1928,\N,"actor,writer","tt1058735,tt1626835,tt0288200,tt0281013"
tt0274913,Süper adam Istanbul'da,Süper adam Istanbul'da,1972,54,"Action,Fantasy",5.6,39,actor,\N,Metin Yanki,\N,\N,"actor,writer","tt0392421,tt0274913"
tt0274932,Tarkan and the Blood of the Vikings,Tarkan: Viking Kani,1971,86,"Action,Adventure,Fantasy",6.4,2250,actress,Yonca - Daughter of Attila,Fatma Belgen,1949,\N,actress,"tt10685796,tt10685268,tt0479242,tt11889240"
tt0275194,Angel of Light,Angeluz,1998,100,"Fantasy,Horror,Thriller",4.6,65,actor,Luis,José Luis Badillo,\N,\N,"actor,production_manager","tt0275194,tt0450079,tt0244546,tt0274847"
tt0275705,Subversion,Subversion,1979,95,"Drama,Fantasy",6.2,15,actress,Anne,Nathalie Nell,1950,\N,actress,"tt0275705,tt0062642,tt0252313,tt0414879"
tt0275773,Versus,Versus,2000,119,"Action,Drama,Fantasy",6.3,13286,actress,The Girl,Chieko Misaka,1977,\N,"actress,producer,script_department","tt0275773,tt4510858,tt0312843,tt4779168"
tt0276177,La haine de la fille,La haine de la fille,1996,87,"Crime,Fantasy",8.1,10,actress,Matelle (La Fille),Angelique Jespan,1970,2001,actress,tt0276177
tt0276637,Night of the Vampire Hunter,Night of the Vampire Hunter,2000,95,"Fantasy,Horror",6.8,45,actor,Jens FeldnerHenry Gloom,Stefan Keseberg,\N,\N,actor,tt0276637
tt0276935,Electric Dragon 80.000 V,Electric Dragon 80.000 V,2001,55,"Action,Fantasy,Sci-Fi",6.8,2481,actor,Dragon Eye Morrison,Tadanobu Asano,1973,\N,"actor,director,composer","tt3501632,tt1440129,tt0800369,tt0416044"
tt0276961,Der fliegende Holländer,Der fliegende Holländer,1975,118,"Drama,Fantasy,Music",7.5,36,actor,Der Hollander,Donald McIntyre,1934,\N,"actor,soundtrack","tt0322149,tt0263729,tt0253591,tt0276961"
tt0277044,Inugami,Inugami,2001,106,"Drama,Fantasy,Horror",5.9,828,actor,Akira Nutahara,Atsuro Watabe,1968,\N,"actor,director,writer","tt0131013,tt1410063,tt1128075,tt1295062"
tt0277296,The Scorpion King,The Scorpion King,2002,92,"Action,Adventure,Fantasy",5.5,139520,actor,Balthazar,Michael Clarke Duncan,1957,2012,"actor,soundtrack,producer","tt0120689,tt0190138,tt0120591,tt0401792"
tt0277585,Undermind,Undermind,2003,108,"Crime,Drama,Fantasy",5.7,404,actor,Ian Waye,Erik Jensen,1970,\N,"actor,director,writer","tt1520211,tt0790477,tt4158110,tt10327830"
tt0277698,El fantasma del lago,El fantasma del lago,1981,\N,"Comedy,Drama,Fantasy",3.3,10,actress,Minerva Ruiz,Delia Magaña,1903,1996,"actress,music_department","tt0243964,tt0271839,tt0271428,tt0353287"
tt0277725,The Fox with Nine Tails,Gumiho,1994,115,"Fantasy,Romance",5.1,102,actor,\N,Hae-hyo Kwon,1965,\N,actor,"tt6462506,tt8725958,tt8850222,tt14776918"
tt0277766,Jesus,Jesus,1973,121,"Drama,Fantasy,History",6.1,26,actor,\N,M.N. Nambiar,1919,2008,actor,"tt0259699,tt0259452,tt0250227,tt11518138"
tt0277800,The Little Unicorn,The Little Unicorn,2001,92,"Adventure,Family,Fantasy",3.5,362,actor,Toby Cooper,Byron Taylor,1986,\N,"actor,cinematographer","tt0193318,tt14759576,tt0264410,tt0120166"
tt0277919,Celestial Body,Nebo sateliti,2000,85,"Drama,Fantasy,War",6.1,138,actress,Lucija,Barbara Nola,1968,\N,actress,"tt1508998,tt5663990,tt0819798,tt3856016"
tt0277926,La noche de la bestia,La noche de la bestia,1988,80,"Action,Fantasy,Horror",6.0,53,actor,Tranbajador I,Paco Sañudo,1934,\N,actor,"tt0284936,tt0085860,tt0324407,tt0320231"
tt0278351,Out Live,Bichunmoo,2000,118,"Action,Drama,Fantasy",6.1,2708,actor,Lai,Dong-jik Jang,1966,\N,actor,"tt0305994,tt0278351,tt0296660,tt0411455"
tt0278380,Camera,Camera,2000,80,"Adventure,Comedy,Fantasy",4.3,82,actor,Jimmy Cam,Anderson Bourell,\N,\N,actor,"tt0137523,tt0218864,tt0230030,tt0134269"
tt0278488,How High,How High,2001,93,"Comedy,Fantasy",6.2,58781,actor,Jamal King,Redman,1970,\N,"soundtrack,actor,producer","tt0232500,tt0187738,tt0278488,tt0242445"
tt0278675,Revelation,Revelation,2001,111,"Adventure,Drama,Fantasy",4.7,1640,actor,Grand Master,Udo Kier,1944,\N,"actor,soundtrack,producer","tt2762506,tt10832274,tt1389072,tt7456722"
tt0278891,Aaahh Belinda,Aaahh Belinda,1986,100,"Comedy,Fantasy",7.8,3076,actor,Hulusi,Macit Koper,1944,\N,"writer,actor","tt0200522,tt0118576,tt0092558,tt0368824"
tt0279016,Charlie and the Talking Buzzard,Charlie and the Talking Buzzard,1979,66,Fantasy,5.2,38,actor,Buzzard,Ron Landry,\N,\N,actor,"tt0092122,tt0279016"
tt0279112,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack","Gojira, Mosura, Kingu Gidorâ: Daikaijû sôkôgeki",2001,105,"Action,Adventure,Fantasy",7.0,6206,actor,SDF Adm. Taizô Tachibana,Ryûdô Uzaki,1946,\N,"composer,actor,soundtrack","tt0279112,tt0241618,tt0084772,tt0083124"
tt0279173,Keloglan,Keloglan,1971,90,"Comedy,Fantasy",6.4,1674,actress,The Princess,Birtane Güngör,1952,\N,actress,"tt0074160,tt0334951,tt0183356,tt2137706"
tt0279231,Miss Minoes,Minoes,2001,86,"Comedy,Family,Fantasy",6.9,5157,actor,Tibbe,Theo Maassen,1966,\N,"actor,writer,director","tt2125496,tt1092019,tt0279231,tt0389557"
tt0279309,Pancha Thanthram,Pancha Thanthram,1974,141,"Action,Drama,Fantasy",6.9,21,actor,KrishnankuttyMaharaja,Adoor Bhasi,1929,1990,"actor,director,music_department","tt0076277,tt0268954,tt0268570,tt0156920"
tt0279479,Train Quest,Train Quest,2001,80,"Adventure,Family,Fantasy",5.8,101,actor,Mr. Dalby,Cristian Irimia,\N,\N,actor,"tt0170705,tt0089209,tt0839967,tt0111546"
tt0279487,Twilight of the Dark Master,Shihaisha no Tasogare,1997,50,"Animation,Fantasy,Horror",5.5,539,actor,Tsunami Shijo,Toshihiko Seki,1962,\N,"actor,soundtrack","tt2210717,tt0997404,tt0107692,tt0096685"
tt0279618,Ikibin yilin sevgilisi,Ikibin yilin sevgilisi,1973,75,"Drama,Fantasy,Romance",6.5,28,actress,GüldalSibel TamaraAmorfia Zerrintaç,Hülya Koçyigit,1947,\N,actress,"tt0303257,tt0301825,tt0280101,tt0345024"
tt0279657,"Devil, My Friend",Arkadasim Seytan,1988,90,"Comedy,Fantasy,Musical",7.0,1417,actress,MankenÖzgür,Yaprak Özdemiroglu,1963,\N,actress,"tt7519784,tt1969047,tt14183954,tt21257742"
tt0280507,Bunuel and King Solomon's Table,Buñuel y la mesa del rey Salomón,2001,105,"Adventure,Fantasy",5.6,524,actor,Luis Buñuel mayor,El Gran Wyoming,1955,\N,"actor,director,soundtrack","tt0786800,tt0168080,tt0241090,tt0280507"
tt0280840,The Complaint of an Empress,Die Klage der Kaiserin,1990,106,"Comedy,Drama,Fantasy",7.5,138,actress,\N,Mariko Aoyama,\N,\N,"actress,miscellaneous","tt2283210,tt1679437,tt0280840"
tt0281140,Le royaume des rapiats,Le royaume des rapiats,2001,77,"Comedy,Drama,Fantasy",6.3,12,actor,Le paysan,Patrick Athénor,\N,\N,actor,tt0281140
tt0281241,Sundelbolong,Sundelbolong,1981,102,"Drama,Fantasy,Horror",6.5,83,actor,\N,H.I.M. Damsyik,1929,2012,actor,"tt0097497,tt0095995,tt0281191,tt1626835"
tt0281370,WillFull,WillFull,2001,96,"Comedy,Fantasy",6.1,75,actor,Nat Wolff,C. Thomas Howell,1966,\N,"actor,producer,director","tt0086066,tt5675620,tt0083866,tt0452046"
tt0281686,Bubba Ho-Tep,Bubba Ho-Tep,2002,92,"Comedy,Fantasy,Horror",6.9,49261,actor,Bubba Ho-tep,Bob Ivy,\N,\N,"stunts,actor,director","tt0101662,tt0281686,tt0114168,tt0093605"
tt0281707,The Devil Knows Why,Cert ví proc,2003,98,"Comedy,Family,Fantasy",5.7,227,actress,Apolena,Iva Janzurová,1941,\N,"actress,soundtrack","tt0289786,tt0230183,tt0177642,tt0172966"
tt0282135,The Hero of Swallow,Shen tou yan zi Li San,1996,97,"Action,Drama,Fantasy",6.2,81,actor,Major Ma Yin-Chie,Allen Hai-Han Lan,\N,\N,"actor,stunts,director","tt0387228,tt1386932,tt0373074,tt0121486"
tt0282209,Darkness Falls,Darkness Falls,2003,86,"Fantasy,Horror,Mystery",4.9,32160,actress,Caitlin,Emma Caulfield Ford,1973,\N,"actress,producer,soundtrack","tt0118276,tt9140560,tt4016454,tt3743822"
tt0282466,Epoch of Lotus,Epoch of Lotus,2000,\N,"Action,Drama,Fantasy",7.2,23,actor,Officer,T.J. Storm,1972,\N,"actor,miscellaneous,stunts","tt1431045,tt0450314,tt5266456,tt1133985"
tt0282525,The Gifted,The Gifted,1993,101,"Fantasy,Sci-Fi",6.8,25,actor,\N,J.A. Preston,1932,\N,actor,"tt0089901,tt0082089,tt0104257,tt0079781"
tt0282599,Il Mare,Siworae,2000,105,"Drama,Fantasy,Romance",7.5,8987,actor,\N,Mu-saeng Kim,1942,2005,actor,"tt0398082,tt0418133,tt0299732,tt0380328"
tt0282725,Mask Under Mask,Mask Under Mask,2002,97,"Fantasy,Romance",5.2,83,actress,Alyssa de Espella,Rita Lengyel,1973,\N,"actress,director,writer","tt0211946,tt1538844,tt1462049,tt0806910"
tt0282827,Pappan Priyappetta Pappan,Pappan Priyappetta Pappan,1986,137,"Comedy,Fantasy",6.8,196,actor,Chitragupthan,Alummoodan,\N,\N,actor,"tt0214922,tt0215023,tt0275575,tt0272318"
tt0282936,Sakuya: Slayer of Demons,Sakuya: yôkaiden,2000,88,"Adventure,Family,Fantasy",5.1,241,actress,Old woman,Moeko Ezawa,1939,\N,actress,"tt0083050,tt0235631,tt0296180,tt0286858"
tt0283084,Tuck Everlasting,Tuck Everlasting,2002,90,"Drama,Family,Fantasy",6.6,24250,actor,Jesse Tuck,Jonathan Jackson,1982,\N,"actor,soundtrack,director","tt0283084,tt0056758,tt0278504,tt2281375"
tt0283086,Turn,Taan,2001,112,"Drama,Fantasy,Sci-Fi",6.9,185,actor,Matsubara,Akira Emoto,1948,\N,"actor,soundtrack,director","tt0363226,tt0155796,tt4262980,tt0322118"
tt0283153,Xoxontla,Xoxontla,1978,105,"Drama,Fantasy,Mystery",6.4,12,actor,Marcelino,Carlos Cardán,1932,2016,actor,"tt0063488,tt0191705,tt0060379,tt0079480"
tt0283242,The Scarlet Flower,Alenkiy tsvetochek,1978,66,"Family,Fantasy",6.7,325,actor,Old Man,Aleksey Chernov,1908,1978,actor,"tt0174680,tt5052990,tt5087822,tt0063717"
tt0283353,El futbolista fenómeno,El futbolista fenómeno,1979,85,"Comedy,Fantasy,Sci-Fi",4.1,23,actor,\N,Alfonso Zayas,1941,2021,"actor,producer,director","tt0469247,tt0313496,tt0379980,tt0288850"
tt0283601,Sombras paralelas,Sombras paralelas,1994,90,Fantasy,5.9,9,actress,Arpita,Eulalia Campoy,\N,\N,actress,"tt0112407,tt0283601"
tt0283644,Left Behind II: Tribulation Force,Left Behind II: Tribulation Force,2002,94,"Action,Drama,Fantasy",4.8,4158,actor,Pastor Bruce Barnes,Clarence Gilyard Jr.,1955,2022,"actor,soundtrack,director","tt0190524,tt0095016,tt0106168,tt0092099"
tt0283888,El apenitas,El apenitas,1980,85,"Comedy,Fantasy",6.9,11,actress,\N,Amparo Arozamena,1916,2009,actress,"tt0308030,tt0026690,tt0383080,tt0211844"
tt0283915,Bear's Kiss,Bear's Kiss,2002,101,"Drama,Fantasy,Romance",5.9,926,actress,Lola,Rebecka Liljeberg,1981,\N,"actress,camera_department,costume_department","tt0101213,tt0181518,tt0150662,tt0181819"
tt0284066,Double Vision,Shuang tong,2002,113,"Fantasy,Horror,Mystery",6.4,2962,actress,Ching-fang,Rene Liu,1969,\N,"actress,soundtrack,director","tt0397229,tt8033592,tt0212423,tt0439884"
tt0284084,Elisa da Rarus tavgadasavali,Elisa da Rarus tavgadasavali,1987,80,Fantasy,4.5,7,actor,\N,Ruslan Mikaberidze,1939,2020,actor,"tt0182782,tt0219945,tt0286957,tt0275856"
tt0284086,Emmanuelle 2000,Emmanuelle 2000,2001,\N,"Adventure,Fantasy,Romance",3.9,121,actor,Jewel thief,Jack Skeets Gleeson,1971,\N,"miscellaneous,actor,assistant_director","tt0220506,tt0219653,tt0222020,tt0192071"
tt0284849,L'ampélopède,L'ampélopède,1974,83,Fantasy,5.4,23,actor,L'Ampélopède,Jean-Marie Marguet,\N,\N,"actor,writer,assistant_director","tt0169468,tt0284849,tt0288013,tt0067950"
tt0285119,FrogZ,FrogZ,2001,90,Fantasy,7.1,50,actress,Sheila,Nanou Garcia,\N,\N,"actress,writer,miscellaneous","tt0473570,tt1646974,tt0104830,tt0871848"
tt0285292,A Light in the Forest,A Light in the Forest,2003,95,"Family,Fantasy",4.0,164,actor,Artemis Schnell,Bernie Kopell,1933,\N,"actor,writer,soundtrack","tt0075529,tt0073972,tt0425061,tt0058805"
tt0285808,Nyi Blorong,Nyi Blorong,1982,82,"Fantasy,Horror",6.4,58,actor,Kokoro,Ratno Timoer,1942,2002,"actor,director,writer","tt12936328,tt0095995,tt10073136,tt1797375"
tt0286009,Les rois mages,Les rois mages,2001,102,"Comedy,Fantasy",5.6,2271,actor,Melchior,Bernard Campan,1958,\N,"actor,writer,director","tt13553662,tt3092076,tt0114732,tt0286009"
tt0286057,Second Time Around,Mou han fou wut,2002,99,"Drama,Fantasy,Romance",6.4,344,actress,Anna,Annamarie Ameera,\N,\N,actress,tt0286057
tt0286098,Zu Warriors,Shu shan zheng zhuan,2001,104,"Action,Fantasy",5.1,3579,actress,DawnEnigma,Cecilia Cheung,1980,\N,"actress,soundtrack","tt0286112,tt0390272,tt0213314,tt0374184"
tt0286112,Shaolin Soccer,Siu Lam juk kau,2001,113,"Action,Comedy,Fantasy",7.3,81604,actress,Mui,Wei Zhao,1976,\N,"actress,producer,soundtrack","tt0450099,tt0286112,tt1308138,tt0425637"
tt0286512,Black Velvet Pantsuit,Black Velvet Pantsuit,1995,\N,Fantasy,7.0,90,actress,Louanne,Penny Hamilton,1956,1998,actress,"tt0096917,tt0286512"
tt0286776,La Valse,Ra varusu,1990,95,Fantasy,5.6,41,actor,\N,Ryûji Yamamoto,1958,\N,"actor,director,producer","tt0287378,tt2915208,tt2649322,tt2573538"
tt0286786,Lesbian Harem,Rezubian hâremu,1987,63,Fantasy,6.0,45,actress,Anne,Kyôko Hashimoto,1965,\N,actress,"tt0286698,tt0288130,tt2649998,tt3530672"
tt0287075,Universal Groove,Universal Groove,2007,74,"Drama,Fantasy",5.6,145,actress,Eve,Anne Bedian,1972,\N,"actress,producer","tt3387648,tt7068618,tt1196947,tt1260995"
tt0287082,Utskho,Utskho,1988,71,Fantasy,8.0,25,actor,\N,Leo Sokhashvili,\N,\N,actor,"tt0275808,tt0275853,tt0170301,tt0287082"
tt0287310,Altar,Altar,1985,72,"Adventure,Fantasy",5.3,36,actor,AltarUtah,Sait Seyit,\N,\N,"actor,producer","tt0494940,tt8839648,tt0287310,tt0184050"
tt0287351,Pinocchio,Un burattino di nome Pinocchio,1971,90,"Animation,Family,Fantasy",6.8,216,actor,The Talking Cricket,Lauro Gazzolo,1900,1970,"miscellaneous,actor","tt0035844,tt0029607,tt0034520,tt0034071"
tt0287566,Misterii,Misterii,2000,80,"Fantasy,Mystery",6.4,13,actress,\N,Nato Murvanidze,\N,\N,actress,"tt7148254,tt1833090,tt4949272,tt0325602"
tt0287811,Visible Secret,You ling ren jian,2001,101,"Fantasy,Horror,Mystery",5.6,413,actress,JuneWong Siu-Kam,Shu Qi,1976,\N,"actress,soundtrack,writer","tt2017561,tt3508840,tt4276752,tt0293662"
tt0287963,Secret Things,Choses secrètes,2002,115,"Comedy,Drama,Fantasy",6.0,5107,actress,Sandrine,Sabrina Seyvecou,\N,\N,"actress,soundtrack","tt0428430,tt0287963,tt2076176,tt5078214"
tt0288045,The Medallion,The Medallion,2003,88,"Action,Comedy,Fantasy",5.2,42053,actress,Nicole James,Claire Forlani,1971,\N,"actress,producer","tt0132347,tt0113749,tt0460780,tt0119643"
tt0288244,Tangy Guacamole,Tangy Guacamole,2003,89,"Adventure,Comedy,Fantasy",1.8,516,actor,Toss Honeycut,Dennis Haskins,1950,\N,"actor,soundtrack","tt0096694,tt0085029,tt6271432,tt2557490"
tt0288261,Eros Nights in Tokyo,Tokyo eros senya ichiya,1979,84,Fantasy,6.1,13,actor,Hatsuto Shindô,Kiyoyasu Adachi,1951,\N,actor,"tt0285705,tt0285655,tt0286968,tt2349436"
